"Rank3"	"Site"	"Date"	"N"	"Rank3Abundance"	"sd"	"se"	"ci"	"ClassAbundance_zulkifly"
"D_2__Flavobacteriia"	"Point"	214	75	0.0556486448194046	0.00278859806251496	0.000321999568410936	0.000641598145488278	0.155631633
"D_2__Flavobacteriia"	"Point"	185	75	0.0359867382080479	0.00406930185697057	0.00046988250450716	0.000936261327855068	0.155631633
"D_2__Flavobacteriia"	"North"	172	75	0.104421475987579	0.0324554623685364	0.00374763398702965	0.00746732372317492	0.155631633
"D_2__Flavobacteriia"	"South"	214	75	0.0440995834880609	0.00285173332349273	0.00032928980039511	0.000656124249806705	0.155631633
"D_2__Flavobacteriia"	"Point"	199	75	0.0529212345989893	0.00399949905972341	0.000461822371750993	0.000920201162761471	0.155631633
"D_2__Flavobacteriia"	"Point"	172	75	0.0741421275629123	0.00389768022513661	0.000450065345439541	0.000896774776461917	0.155631633
"D_2__Flavobacteriia"	"North"	206	75	0.031502691873481	0.00462470274297924	0.000534014674716212	0.00106404746643695	0.155631633
"D_2__Flavobacteriia"	"North"	214	75	0.0407363201075535	0.00343865192783082	0.000397061323236509	0.00079116195680284	0.155631633
"D_2__Gammaproteobacteria"	"Point"	199	246	0.0302289968882478	0.00213453780022105	0.000136093159457439	0.000268061868810881	0.007805546
"D_2__Gammaproteobacteria"	"South"	172	246	0.0225454043504406	0.00129123800143025	8.23263280734376e-05	0.000162157667906923	0.007805546
"D_2__Gammaproteobacteria"	"North"	214	246	0.054357562301001	0.0233888059468002	0.00149121580180371	0.00293723869903124	0.007805546
"D_2__Gammaproteobacteria"	"South"	178	246	0.145390842067514	0.0218264237683982	0.00139160195241829	0.00274102990549483	0.007805546
"D_2__Gammaproteobacteria"	"South"	185	246	0.149453401557774	0.0139325018296558	0.000888303872130089	0.00174968673652993	0.007805546
"D_2__Gammaproteobacteria"	"North"	206	246	0.135353187491811	0.0868480978733536	0.00553723247778959	0.0109066531481384	0.007805546
"D_2__Gammaproteobacteria"	"North"	199	246	0.0229427504682533	0.000462953220977457	2.95168192932892e-05	5.81390995157743e-05	0.007805546
"D_2__Gammaproteobacteria"	"Point"	214	246	0.035561019778446	0.00228432917911125	0.000145643508957242	0.00028687313415971	0.007805546
"D_2__Gammaproteobacteria"	"Point"	206	164	0.0429981571236735	0.00963007822987334	0.000751982772220444	0.00148488369656903	0.007805546
"D_2__Gammaproteobacteria"	"North"	172	246	0.0440510884470803	0.0231793543988917	0.00147786165885756	0.00291093512485613	0.007805546
"D_2__Gammaproteobacteria"	"North"	178	246	0.0326899534150241	0.0041110916843922	0.00026211363232368	0.000516283628079539	0.007805546
"D_2__Gammaproteobacteria"	"Point"	172	246	0.0179802325579651	0.00491414185686313	0.000313314241262576	0.00061713315623461	0.007805546
"D_2__Gammaproteobacteria"	"South"	199	246	0.144571022435146	0.0131417660634639	0.000837888401059066	0.00165038368965999	0.007805546
"D_2__Gammaproteobacteria"	"North"	185	246	0.031503672539165	0.000934263075016141	5.95664380505238e-05	0.000117327650896551	0.007805546
"D_2__Gammaproteobacteria"	"South"	214	246	0.114875891232532	0.00172926747289856	0.000110254067137801	0.000217166765756526	0.007805546
"D_2__Gammaproteobacteria"	"Point"	185	246	0.0230216088297075	0.0067119765535142	0.000427939994914778	0.000842910806341074	0.007805546
"D_2__Gammaproteobacteria"	"South"	206	164	0.0850348204423462	0.000572003303876289	4.46659538895358e-05	8.81984922692253e-05	0.007805546
"D_2__Gammaproteobacteria"	"Point"	178	246	0.0655350068552868	0.0062978049360708	0.000401533377065409	0.000790897851701054	0.007805546
"D_2__Gemmatimonadetes"	"South"	178	12	0.00165525023840531	0.000583447485002173	0.000168426781262007	0.000370704846119679	0
"D_2__Gemmatimonadetes"	"Point"	199	12	0.00317659551638939	0.000283901127497957	8.1955196192092e-05	0.000180382170611193	0
"D_2__Gemmatimonadetes"	"North"	206	12	0.00258212404812828	0.00117992331951778	0.000340614523073353	0.000749687510596142	0
"D_2__Gemmatimonadetes"	"North"	214	12	0.002337318239563	0.000633238190795892	0.00018280011995858	0.000402340351291806	0
"D_2__Gemmatimonadetes"	"South"	185	12	0.00201267220976959	0.000618668827729453	0.000178594307114415	0.000393083419635676	0
"D_2__Gemmatimonadetes"	"North"	178	12	0.00113820144567023	0.000612711543849199	0.000176874587388463	0.000389298342039339	0
"D_2__Gemmatimonadetes"	"North"	199	12	0.00363321755871944	0.00105959119725175	0.000305877631482128	0.000673232127696143	0
"D_2__Gemmatimonadetes"	"Point"	206	8	0.00121804955358407	0.000275314798185895	9.7338480379126e-05	0.00023016893131767	0
"D_2__Gemmatimonadetes"	"South"	172	12	0.000403839302304962	3.77214896675732e-05	1.08892561069035e-05	2.3967091095732e-05	0
"D_2__Gemmatimonadetes"	"North"	185	12	0.00244496118729631	0.00015986807985856	4.61499394705842e-05	0.000101575331913883	0
"D_2__Gemmatimonadetes"	"South"	206	8	0.00210946835118669	6.26509880873226e-05	2.21504692622917e-05	5.23775368017755e-05	0
"D_2__Gemmatimonadetes"	"Point"	172	12	0.000594289508207336	0.000379357007876141	0.00010951093530813	0.000241031943480951	0
"D_2__Gemmatimonadetes"	"Point"	178	12	0.000355241330895448	0.000125093331575229	3.61113343293929e-05	7.94805109701014e-05	0
"D_2__Gemmatimonadetes"	"South"	199	12	0.00161406310454213	0.000276818144933144	7.99105152468617e-05	0.000175881858193619	0
"D_2__Gemmatimonadetes"	"North"	172	12	0.00169089933598478	0.000274155662444121	7.91419227559866e-05	0.000174190197527045	0
"D_2__Gemmatimonadetes"	"South"	214	12	0.00457997078771075	0.000550021073148184	0.000158777407321036	0.000349466717271425	0
"D_2__Gemmatimonadetes"	"Point"	214	12	0.00241402305679629	0.000297050151542313	8.57509924778867e-05	0.000188736661906958	0
"D_2__Gemmatimonadetes"	"Point"	185	12	0.00161947564774321	0.000760521721131921	0.000219543710210036	0.000483212448163749	0
"D_2__Nitrospira"	"South"	199	12	0.000427172740867133	0.000112348845104114	3.24323179820018e-05	7.13830505857591e-05	0
"D_2__Nitrospira"	"South"	206	8	0.000741556372816092	0.000281980899826663	9.96953032162589e-05	0.000235741931755062	0
"D_2__Nitrospira"	"North"	172	12	0.000337159358805466	0.000310979035029892	8.97719147934191e-05	0.000197586652253326	0
"D_2__Nitrospira"	"North"	199	12	0.000230044013478652	0.00010651280373993	3.07475979556952e-05	6.76750068089491e-05	0
"D_2__Nitrospira"	"Point"	199	12	9.58865016926081e-05	1.15531278814935e-05	3.33510074618121e-06	7.34050724975539e-06	0
"D_2__Nitrospira"	"South"	172	12	9.43326589301771e-05	9.77843943534472e-06	2.82279232012536e-06	6.21292400661657e-06	0
"D_2__Nitrospira"	"South"	185	12	0.000662442770804228	0.000223827280300159	6.46133702666392e-05	0.000142213069100379	0
"D_2__Nitrospira"	"North"	206	12	0.000572313673166273	0.000577658969190311	0.000166755780680914	0.000367026998638187	0
"D_2__Nitrospira"	"North"	214	12	0.000178558712069009	5.23787120696904e-05	1.51204317566208e-05	3.32798459105008e-05	0
"D_2__Nitrospira"	"South"	178	12	0.000261973900204629	0.000102055810341632	2.94609747865534e-05	6.4843168307038e-05	0
"D_2__Nitrospira"	"Point"	206	8	0.000152787193676835	1.88434476350269e-06	6.66216480183056e-07	1.57535164585164e-06	0
"D_2__Nitrospira"	"North"	185	12	0.000525145218168597	0.000199153314640027	5.7490609908713e-05	0.000126535979253695	0
"D_2__Nitrospira"	"North"	178	12	0.000407561404578845	0.000488647271268867	0.000141060316802928	0.00031047166396107	0
"D_2__Nitrospira"	"Point"	214	12	0.000199099684687838	1.96690459223178e-05	5.67796447897666e-06	1.24971155577551e-05	0
"D_2__Nitrospira"	"South"	214	12	0.00171360358553071	0.000762014972842266	0.000219974774848504	0.000484161215036056	0
"D_2__Nitrospira"	"Point"	172	12	3.96707361124893e-05	2.92996753865135e-05	8.4580877357861e-06	1.86161255892183e-05	0
"D_2__Nitrospira"	"Point"	185	12	6.58439343172515e-05	1.01125578320029e-05	2.91924399325126e-06	6.42521270783268e-06	0
"D_2__Nitrospira"	"Point"	178	12	2.11079307462528e-05	2.44701556586497e-05	7.06392547831672e-06	1.55475951497683e-05	0
"D_2__Solibacteres"	"South"	199	21	0.0145314728143836	0.00103167678363838	0.000225130331131022	0.000469613641610173	0.005203697
"D_2__Solibacteres"	"North"	206	21	0.0171034221538367	0.00505277231949898	0.00110260531540389	0.00229999438469356	0.005203697
"D_2__Solibacteres"	"South"	178	21	0.0239537017056949	0.00605914582474506	0.00132221401850809	0.00275809011207039	0.005203697
"D_2__Solibacteres"	"North"	172	21	0.0106233947270146	0.0033992626720579	0.000741779928654436	0.00154732581708863	0.005203697
"D_2__Solibacteres"	"North"	178	21	0.00972035640874984	0.00544532842491704	0.00118826808052748	0.00247868378153308	0.005203697
"D_2__Solibacteres"	"Point"	199	21	0.0135995146170817	0.00175872651952255	0.0003837855905923	0.00080056271356288	0.005203697
"D_2__Solibacteres"	"South"	206	14	0.0078518660959347	0.000308796927697379	8.25294503951426e-05	0.000178294037868767	0.005203697
"D_2__Solibacteres"	"North"	185	21	0.0354030023577285	0.00413552470071962	0.00090244547520987	0.00188246827443826	0.005203697
"D_2__Solibacteres"	"North"	214	21	0.0119534968097589	0.00151442060105611	0.000330473668492388	0.000689355992758978	0.005203697
"D_2__Solibacteres"	"South"	172	21	0.00184373062020125	0.000668605915672073	0.000145901772317264	0.000304345763945119	0.005203697
"D_2__Solibacteres"	"South"	185	21	0.0295627821140899	0.00117835583694236	0.000257138324684828	0.000536381146183733	0.005203697
"D_2__Solibacteres"	"South"	214	21	0.00936072051431214	0.00120921688320188	0.000263872757090057	0.000550428926019124	0.005203697
"D_2__Solibacteres"	"North"	199	21	0.0179758562704618	0.00181290160395439	0.000395607563220373	0.000825222916339618	0.005203697
"D_2__Solibacteres"	"Point"	206	14	0.0053982270655555	0.0004162574086173	0.000111249471982307	0.000240339872318612	0.005203697
"D_2__Solibacteres"	"Point"	178	21	0.00209452656116946	0.000410035801568838	8.94771475395758e-05	0.00018664605913317	0.005203697
"D_2__Solibacteres"	"Point"	185	21	0.0124157652322237	0.0020386098756818	0.000444861146085541	0.000927964089843239	0.005203697
"D_2__Solibacteres"	"Point"	172	21	0.00170360411066357	0.000818906492187074	0.00017870004702562	0.000372761766120135	0.005203697
"D_2__Solibacteres"	"Point"	214	21	0.00479366427701553	0.000211031309278725	4.60508070845425e-05	9.60603002954476e-05	0.005203697
"D_2__Sphingobacteriia"	"South"	199	111	0.241305301387656	0.00409614681117733	0.000388789049760507	0.000770488640888607	0.008695652
"D_2__Sphingobacteriia"	"Point"	199	111	0.354643922994991	0.0212786975942225	0.00201968459607558	0.00400254081336013	0.008695652
"D_2__Sphingobacteriia"	"South"	178	111	0.252038264298188	0.00433994171669194	0.000411929038149798	0.000816346666507451	0.008695652
"D_2__Sphingobacteriia"	"South"	206	74	0.241008473878402	0.00678993989189697	0.000789314479645486	0.0015731014893567	0.008695652
"D_2__Sphingobacteriia"	"Point"	172	111	0.274396626772911	0.0651147136575841	0.00618041511092304	0.0122481320959936	0.008695652
"D_2__Sphingobacteriia"	"Point"	178	111	0.306973859115508	0.0202351112010314	0.00192063175913999	0.00380624134002445	0.008695652
"D_2__Sphingobacteriia"	"Point"	214	111	0.355747508545019	0.00832975346110276	0.000790625210025274	0.0015668335924067	0.008695652
"D_2__Sphingobacteriia"	"South"	185	111	0.312281090843195	0.00230832968367462	0.00021909695760926	0.000434198744010859	0.008695652
"D_2__Sphingobacteriia"	"North"	172	111	0.207197427402786	0.0169889565505672	0.00161252039494627	0.00319563693543489	0.008695652
"D_2__Sphingobacteriia"	"North"	199	111	0.306631762652176	0.010339214101351	0.000981354773409431	0.00194481481939769	0.008695652
"D_2__Sphingobacteriia"	"North"	214	111	0.345345223755033	0.0241341441008865	0.00229071158439994	0.00453965268934224	0.008695652
"D_2__Sphingobacteriia"	"South"	172	111	0.24308844087867	0.0226413692067474	0.00214902366173687	0.00425886048331111	0.008695652
"D_2__Sphingobacteriia"	"North"	206	111	0.257374596837511	0.002348388226308	0.000222899146213127	0.000441733789382122	0.008695652
"D_2__Sphingobacteriia"	"North"	178	111	0.299468320599615	0.0188589990809071	0.0017900169769532	0.00354739349935339	0.008695652
"D_2__Sphingobacteriia"	"Point"	206	74	0.393491027790886	0.00685423850969716	0.000796789042139249	0.00158799827092405	0.008695652
"D_2__Sphingobacteriia"	"North"	185	111	0.293476928107645	0.00426380393455118	0.000404702359680022	0.000802025086010915	0.008695652
"D_2__Sphingobacteriia"	"Point"	185	111	0.30284925745552	0.0174607831196547	0.00165730419101206	0.00328438790768017	0.008695652
"D_2__Sphingobacteriia"	"South"	214	111	0.243614774601265	0.00142483286489927	0.000135239150633008	0.000268012253509566	0.008695652
"D_2__Verrucomicrobiae"	"South"	199	36	0.00702450365730133	0.000240115416258272	4.00192360430453e-05	8.12433683735081e-05	0.001095515
"D_2__Verrucomicrobiae"	"South"	178	36	0.00158973979166058	0.00059828856300735	9.9714760501225e-05	0.000202431725857121	0.001095515
"D_2__Verrucomicrobiae"	"Point"	172	36	0.0011807589465553	0.000463763514585369	7.72939190975615e-05	0.0001569149979655	0.001095515
"D_2__Verrucomicrobiae"	"Point"	214	36	0.00337652420382544	0.000429143370401697	7.15238950669495e-05	0.00014520122643476	0.001095515
"D_2__Verrucomicrobiae"	"North"	206	36	0.00242500915597408	0.000775363311879763	0.000129227218646627	0.000262345201120258	0.001095515
"D_2__Verrucomicrobiae"	"North"	199	36	0.00235124108901826	0.00025709117199592	4.28485286659866e-05	8.69871377586815e-05	0.001095515
"D_2__Verrucomicrobiae"	"Point"	199	36	0.00267360815709289	0.000190251411738817	3.17085686231361e-05	6.43718165552987e-05	0.001095515
"D_2__Verrucomicrobiae"	"South"	172	36	0.00147826959197804	0.000462846053384216	7.71410088973693e-05	0.00015660457375578	0.001095515
"D_2__Verrucomicrobiae"	"North"	172	36	0.00278694682039017	0.000447642407828019	7.46070679713365e-05	0.000151460400192122	0.001095515
"D_2__Verrucomicrobiae"	"North"	178	36	0.00158631172690072	0.000229144104741861	3.81906841236435e-05	7.75312106247132e-05	0.001095515
"D_2__Verrucomicrobiae"	"Point"	178	36	0.000814715224910967	0.000214549824640801	3.57583041068001e-05	7.25932166680017e-05	0.001095515
"D_2__Verrucomicrobiae"	"Point"	206	24	0.00361302860528647	0.00041398357138602	8.45040426492337e-05	0.000174809930937513	0.001095515
"D_2__Verrucomicrobiae"	"South"	206	24	0.00488678309517076	0.000295426490282082	6.03036798076995e-05	0.000124747666170471	0.001095515
"D_2__Verrucomicrobiae"	"North"	185	36	0.000982603778204758	0.000207050753458032	3.4508458909672e-05	7.00558960242263e-05	0.001095515
"D_2__Verrucomicrobiae"	"North"	214	36	0.0013713198051096	0.000128576532268448	2.14294220447413e-05	4.35040395908519e-05	0.001095515
"D_2__Verrucomicrobiae"	"Point"	185	36	0.00164833575534843	0.000198340485331874	3.30567475553123e-05	6.71087652942097e-05	0.001095515
"D_2__Verrucomicrobiae"	"South"	185	36	0.0021514272206766	0.000366946730918709	6.11577884864514e-05	0.000124156911280603	0.001095515
"D_2__Verrucomicrobiae"	"South"	214	36	0.00525604913831897	0.000298338093432795	4.97230155721326e-05	0.000100943088129502	0.001095515
